#,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,Skill Moves,Position,Height,Weight,Release Clause
9332,A. Eren,20,Turkey,56,66,MKE Ankaragücü,325000,2000,Left,2,RES,182,74,699000
9333,Huang Ruifeng,22,China PR,56,67,Shenzhen FC,300000,2000,Right,2,RWB,180,67,525000
9334,A. Jadhav,21,India,56,66,SC East Bengal FC,325000,500,Right,2,LM,174,72,504000
9335,S. Faraj,20,Algeria,56,69,FC Sochaux-Montbéliard,350000,1000,Right,2,RES,178,64,831000
9336,I. Lewandowski,20,Poland,56,65,Miedź Legnica,300000,550,Right,2,SUB,176,71,465000
9337,Z. Ashworth,19,England,56,71,West Bromwich Albion,325000,3000,Left,2,SUB,183,75,821000
9338,C. Turner,20,United States,56,65,Philadelphia Union,300000,900,Right,2,SUB,188,79,510000
9339,W. Sandford,20,Sweden,56,64,St. Johnstone FC,300000,900,Right,2,SUB,183,77,585000
9340,L. Pirringuel,18,France,56,73,FC Girondins de Bordeaux,350000,500,Right,2,SUB,176,72,849000
9341,Paik Sang Hoon,20,Korea Republic,56,68,FC Seoul,350000,1000,Right,3,RCM,173,70,508000
9342,M. Hatch,21,Australia,56,65,Perth Glory,300000,700,Left,2,SUB,180,75,435000
9343,R. Van Hauter,19,Belgium,56,70,KAA Gent,325000,2000,Right,2,RES,183,69,691000
9344,L. Vincent,19,England,56,67,Portsmouth,300000,1000,Left,2,RES,185,71,585000
9345,C. Friedrich,19,Denmark,56,71,Brøndby IF,325000,1000,Right,2,SUB,187,77,609000
9346,Q. McNeill,23,Republic of Ireland,56,62,Charlotte FC,220000,1000,Right,2,SUB,180,73,363000
9347,C. Caton,19,Wales,56,67,Shrewsbury Town,300000,1000,Left,2,SUB,182,72,585000
9348,C. Etoga,19,Cameroon,56,68,Dijon FCO,325000,650,Right,2,RES,186,71,634000
9349,I. Sauter,21,Switzerland,56,71,FC Zürich,325000,2000,Left,2,RES,183,79,691000
9350,O. Aghatise,19,Germany,56,69,Derby County,350000,800,Right,2,SUB,178,69,831000
9351,S. Ngoma,16,United States,56,79,New York Red Bulls,450000,500,Right,2,SUB,178,75,1100000
9352,W. Sands,21,United States,56,67,Columbus Crew,300000,900,Left,2,RES,178,74,510000
9353,C. Kaymaz,24,Germany,56,63,SpVgg Bayreuth,275000,500,Right,2,RES,187,80,454000
9354,N. Dailly,20,Belgium,56,70,KV Mechelen,350000,2000,Right,3,RES,173,65,744000
9355,Y. Özdemir,21,Turkey,56,64,Aytemiz Alanyaspor,300000,2000,Left,2,LM,181,73,660000
9356,A. Soboń,19,Poland,56,67,PGE FKS Stal Mielec,300000,500,Left,2,SUB,170,65,465000
9357,D. Sür,18,Germany,56,68,TSV 1860 München,325000,500,Left,2,RES,179,67,536000
9358,Lee Gi Hyeok,21,Korea Republic,56,63,Suwon FC,300000,1000,Right,3,RES,184,76,435000
9359,E. Danso,21,Ghana,56,68,Strømsgodset IF,350000,650,Right,3,SUB,170,63,508000
9360,A. Aydın,21,Turkey,56,65,GZT Giresunspor,325000,2000,Right,2,SUB,185,73,699000
9361,H. Mondal,25,India,56,60,Bengaluru FC,180000,500,Left,2,SUB,167,65,257000
9362,E. Adams,20,Australia,56,66,Melbourne Victory,325000,1000,Left,3,SUB,180,70,471000
9363,D. Grimes,24,Republic of Ireland,56,58,Drogheda United,190000,500,Right,3,SUB,177,74,309000
9364,Y. López,20,Uruguay,56,71,Liverpool Fútbol Club,350000,500,Right,2,SUB,171,68,971000
9365,R. Ali,22,India,56,64,Chennaiyin FC,325000,500,Right,2,SUB,184,75,504000
9366,A. Al Hajeri,26,Saudi Arabia,56,59,Al Wehda,170000,4000,Left,2,SUB,179,71,293000
9367,Wang Xianjun,22,China PR,56,69,Dalian Professional Football Club,325000,1000,Right,2,RES,185,71,707000
9368,J. Kwizera,23,Congo DR,56,64,Club de Foot Montréal,325000,1000,Left,2,SUB,175,58,536000
9369,M. Torlak,19,Germany,56,70,Aytemiz Alanyaspor,350000,2000,Right,2,SUB,173,67,919000
9370,E. Osam,24,Republic of Ireland,56,61,UCD AFC,200000,500,Left,2,LB,178,70,325000
9371,K. Al Mahous,22,Saudi Arabia,56,65,Al Tai,300000,3000,Right,2,SUB,182,73,555000
9372,Z. Obiero,17,England,56,67,Leyton Orient,300000,500,Right,2,SUB,170,70,585000
9373,H. Anhari,18,Morocco,56,70,MSV Duisburg,325000,500,Right,3,RES,178,72,674000
9374,M. Sellinger,20,Austria,56,66,TSV Egger Glas Hartberg,300000,1000,Right,2,RES,179,73,495000
9375,J. Wakeling,20,England,56,62,Swindon Town,220000,2000,Left,2,SUB,178,76,429000
9376,A. Kazeem,20,England,56,64,Colchester United,300000,2000,Left,2,RES,180,66,585000
9377,J. Brown,21,England,56,64,Leyton Orient,300000,2000,Right,2,SUB,181,72,585000
9378,A. Stan,21,Romania,56,67,FC Voluntari,325000,2000,Right,2,SUB,176,68,504000
9379,M. O'Neill,18,England,56,74,Preston North End,350000,2000,Right,3,SUB,184,70,884000
9380,J. Kalai,21,France,56,65,Valenciennes FC,325000,850,Left,2,SUB,178,68,634000
9381,M. Iminqari,18,China PR,56,68,Chengdu Rongcheng F.C.,325000,750,Right,2,SUB,186,69,569000
9382,M. Salah El Boukammiri,18,Belgium,56,72,Royale Union Saint-Gilloise,350000,1000,Left,2,SUB,180,70,744000
9383,S. Blum,19,Germany,56,70,1. FC Nürnberg,350000,1000,Right,2,RES,182,77,779000
9384,K. N'Mai,18,Netherlands,56,69,Salford City,325000,1000,Right,3,SUB,168,63,772000
9385,Z. Al-Hussaini,22,England,56,59,Crawley Town,200000,2000,Left,3,RES,173,70,365000
9386,D. Jaunegg,19,Austria,56,70,WSG Tirol,325000,950,Right,2,SUB,189,78,674000
9387,A. Lopane,18,Australia,56,68,Western Sydney Wanderers,325000,600,Right,2,SUB,170,75,471000
9388,N. Al Meqhem,25,Saudi Arabia,56,57,Al Adalah,170000,3000,Left,2,SUB,170,60,293000
9389,J. Grey,19,England,56,69,Hartlepool United,350000,1000,Right,2,LW,176,73,831000
9390,D. Knappe,19,Germany,56,68,SC Freiburg II,350000,500,Right,2,RES,180,70,578000
9391,H. Perritt,21,England,56,63,Accrington Stanley,275000,700,Right,2,SUB,185,70,536000
9392,V. Akinwale,17,England,56,76,Crystal Palace,400000,2000,Right,3,RES,181,60,1200000
9393,J. Davis,20,England,56,62,Crawley Town,220000,2000,Right,2,SUB,178,73,429000
9394,L. Offermann,20,Belgium,56,69,KAS Eupen,350000,2000,Left,2,RES,184,69,726000
9395,N. Allen,18,United States,56,75,Inter Miami CF,350000,500,Left,2,RES,175,72,744000
9396,A. Al Mohaimmed,22,Saudi Arabia,56,64,Ettifaq FC,300000,4000,Right,2,RES,181,74,555000
9397,S. Singh,27,India,56,57,Kerala Blasters FC,150000,500,Right,2,SUB,175,73,214000
9398,Y. Al Najai,23,Saudi Arabia,56,63,Al Wehda,275000,4000,Right,2,RES,174,69,509000
9399,M. Kurt,19,Turkey,56,72,GZT Giresunspor,375000,2000,Right,2,SUB,180,73,966000
9400,L. Rocrou,19,France,56,67,FC Girondins de Bordeaux,300000,950,Right,2,SUB,179,67,600000
9401,R. Jesuraj,25,India,56,57,Chennaiyin FC,170000,500,Right,2,RM,170,67,242000
9402,V. Singh,20,India,56,64,Mumbai City FC,325000,500,Right,2,SUB,173,63,504000
9403,J. Erabi,19,Sweden,56,74,Hammarby IF,375000,800,Right,2,SUB,183,84,703000
9404,S. Hazazi,19,Saudi Arabia,56,71,Al Taawoun,325000,2000,Left,2,SUB,178,72,739000
9405,M. Kourouma,19,Germany,56,70,Rot-Weiß Essen,325000,550,Right,2,SUB,183,77,674000
9406,C. Sichenje,18,Kenya,56,77,AIK,425000,500,Right,2,SUB,189,75,956000
9407,T. Abraham,21,England,56,62,Walsall,230000,2000,Right,2,SUB,185,78,449000
9408,E. Azcona,18,Dominican Republic,56,74,Inter Miami CF,350000,500,Right,3,RES,168,59,744000
9409,H. Johansson,24,Sweden,56,62,Mjällby AIF,230000,700,Right,2,SUB,190,82,334000
9410,H. Parsons,19,England,56,68,Swindon Town,350000,2000,Right,2,SUB,185,78,683000
9411,D. Barkers,22,Netherlands,56,64,Cheltenham Town,300000,1000,Right,2,SUB,193,86,585000
9412,A. Segecic,18,Australia,56,73,Sydney FC,350000,600,Left,2,SUB,173,68,656000
9413,D. Taylor,18,Northern Ireland,56,75,Nottingham Forest,375000,4000,Right,2,RES,180,74,984000
9414,B. Kalkan,19,North Macedonia,56,72,Kasimpaşa SK,375000,2000,Right,2,SUB,171,65,984000
9415,J. Silva,21,Chile,56,64,Unión Española,325000,750,Left,2,RES,166,68,504000
9416,Lee Young Joon,19,Korea Republic,56,76,Suwon FC,400000,850,Right,2,SUB,190,83,900000
9417,N. Haiduk,18,Poland,56,66,Rot-Weiß Essen,275000,500,Left,2,RES,170,70,454000
9418,B. Diallo,21,France,56,67,Clermont Foot 63,300000,2000,Left,2,RES,176,70,660000
9419,K. Lloyd,19,England,56,68,Wigan Athletic,325000,950,Right,2,RES,170,70,666000
9420,A. Doumbouya,19,Guinea,56,70,Djurgårdens IF,350000,950,Right,3,SUB,173,67,656000
9421,I. Asante,19,Belgium,56,70,Oud-Heverlee Leuven,350000,1000,Right,3,RES,184,72,726000
9422,M. Yiğit,21,Turkey,56,65,MKE Ankaragücü,325000,2000,Right,2,RES,179,71,699000
9423,T. Rushesha,19,Wales,56,72,Swansea City,350000,2000,Right,2,RES,163,57,884000
9424,H. Al Ghamdi,21,Saudi Arabia,56,67,Al Wehda,325000,3000,Right,2,RES,178,67,601000
9425,M. Woltman,18,England,56,75,Liverpool,375000,6000,Right,2,RES,178,67,928000
9426,L. Tagesson,20,Sweden,56,71,Djurgårdens IF,325000,950,Right,2,SUB,178,67,609000
9427,H. Far,20,France,56,68,Rodez Aveyron Football,350000,800,Left,2,SUB,179,73,683000
9428,A. Bayew,20,Australia,56,63,Western United FC,275000,550,Right,2,SUB,175,67,399000
9429,A. Casciato,22,Italy,56,65,FC Lugano,325000,2000,Right,2,RES,187,78,536000
9430,M. Lewandowski,23,Poland,56,65,Wisła Płock,325000,1000,Right,2,SUB,187,83,504000
9431,E. Dobbelaere,19,United States,56,69,Seattle Sounders FC,350000,800,Right,2,SUB,175,64,744000
9432,K. Vargas,20,Colombia,56,68,Charlotte FC,350000,1000,Right,2,RES,182,74,578000
9433,W. Akio,23,South Sudan,56,62,Ross County FC,230000,1000,Right,2,SUB,180,70,449000
9434,K. Szmyt,20,Poland,56,66,Warta Poznań,325000,550,Right,2,SUB,171,68,504000
9435,A. Dușmanu,21,Romania,56,65,AFC Hermannstadt,325000,1000,Right,2,SUB,179,74,504000
9436,D. Croitoru,18,Romania,56,72,FC U Craiova 1948,350000,800,Left,2,SUB,177,68,691000
9437,R. Richards,18,England,56,76,West Bromwich Albion,400000,2000,Left,2,RES,178,68,1200000
9438,Kim Shin Jin,20,Korea Republic,56,63,FC Seoul,275000,1000,Right,2,RES,186,80,399000
9439,A. Al Salem,23,Saudi Arabia,56,61,Al Adalah,200000,3000,Left,2,SUB,181,79,345000
9440,Y. Matsenko,20,Ukraine,56,69,Śląsk Wrocław,325000,1000,Right,2,RES,188,81,642000
9441,L. Brooks,21,Australia,56,66,Melbourne Victory,325000,1000,Right,2,SUB,179,67,471000
9442,C. Paraco,18,Venezuela,56,75,Deportivo Táchira FC,350000,500,Right,2,RES,175,67,971000
9443,J. Maxwell,20,Scotland,56,66,Doncaster Rovers,300000,2000,Left,2,LB,179,68,585000
9444,F. Carstensen,20,Denmark,56,71,Silkeborg IF,350000,1000,Right,2,SUB,179,68,656000
9445,F. Draper,17,England,56,73,Lincoln City,350000,500,Right,2,SUB,189,78,831000
9446,D. Gutierrez,23,United States,56,64,Portland Timbers,325000,1000,Right,3,SUB,180,65,553000
9447,J. Kolb,19,Austria,56,67,TSV Egger Glas Hartberg,300000,1000,Right,2,RES,186,75,495000
9448,F. Mihaljević,30,Croatia,56,56,Finn Harps,140000,500,Right,2,ST,179,76,217000
9449,N. Gibs,20,Germany,56,65,1. FC Kaiserslautern,300000,1000,Left,2,SUB,180,71,525000
9450,Asqer Afrden,18,China PR,56,68,Guangzhou FC,325000,750,Left,3,SUB,180,75,569000
9451,T. Stenshagen,21,Sweden,56,65,GIF Sundsvall,300000,500,Right,2,SUB,186,80,435000
9452,R. Damus,22,Haiti,56,65,GIF Sundsvall,325000,650,Right,2,SUB,180,75,471000
9453,S. Roughan,19,Republic of Ireland,56,72,Lincoln City,350000,900,Left,2,SUB,183,73,831000
9454,C. Chiappetta,19,Switzerland,56,73,FC Winterthur,375000,2000,Right,2,SUB,175,71,
9455,V. Bezerra,22,United States,56,66,Chicago Fire Football Club,325000,1000,Right,3,SUB,183,79,536000
9456,A. Camara,22,Mali,56,65,Sarpsborg 08 FF,325000,850,Right,2,SUB,187,80,471000
9457,E. Kratzer,22,Germany,56,66,SpVgg Greuther Fürth,300000,1000,Right,2,RES,178,66,540000
9458,A. Astudillo,22,Venezuela,56,66,Universidad Católica,300000,1000,Right,2,SUB,177,75,480000
9459,E. Nuamah,18,Ghana,56,72,FC Nordsjælland,350000,900,Left,3,LW,178,71,656000
9460,M. Zilli,19,Italy,56,66,Cosenza,300000,500,Right,2,SUB,180,75,525000
9461,F. Díaz,21,Paraguay,56,63,Club Sol de América,275000,500,Left,2,LB,180,73,646000
9462,A. Matuq,19,Saudi Arabia,56,69,Al Shabab,350000,3000,Right,2,RES,175,70,814000
9463,K. Hurst,20,England,56,67,Doncaster Rovers,325000,3000,Left,2,LW,178,72,634000
9464,P. Birglehner,23,Austria,56,61,SV Ried,200000,2000,Left,2,RES,185,76,305000
9465,W. Swan,21,England,56,69,Mansfield Town,350000,7000,Right,2,SUB,182,75,
9466,Z. Labyad,22,France,56,64,Grenoble Foot 38,325000,1000,Right,2,RES,180,74,634000
9467,I. Vik,19,Norway,56,70,Tromsø IL,325000,500,Right,2,SUB,188,80,609000
9468,W. De Buyser,21,Belgium,56,67,SV Zulte Waregem,300000,2000,Left,2,RES,183,80,495000
9469,C. Ignat,19,Moldova,56,73,Rapid București,350000,950,Right,2,SUB,186,80,691000
9470,N. Bassette,17,Belgium,56,79,Stade Malherbe Caen,450000,500,Left,2,RES,184,74,1200000
9471,Park Kyu Min,21,Korea Republic,56,66,Jeonbuk Hyundai Motors,325000,2000,Right,3,RES,180,71,488000
9472,A. Nuñez,17,Paraguay,56,78,Club Cerro Porteño,425000,500,Right,2,RES,176,66,1400000
9473,R. El Khamali,20,France,56,67,Dijon FCO,325000,1000,Right,2,RES,183,68,634000
9474,N. Tresoldi,17,Italy,56,77,Hannover 96,450000,950,Right,2,SUB,184,76,1200000
9475,B. Diabaté,22,Mali,56,66,Lechia Gdańsk,325000,2000,Right,2,SUB,184,80,504000
9476,M. Dackers,19,Wales,56,66,Salford City,300000,2000,Right,2,SUB,201,93,585000
9477,C. Jennings,25,United States,56,61,Los Angeles FC,210000,1000,Right,2,SUB,180,75,331000
9478,M. Kowalski,16,Poland,56,75,Jagiellonia Białystok,350000,500,Right,2,SUB,195,80,691000
9479,M. Biondic,18,Germany,56,72,Sportclub Verl,375000,500,Right,2,SUB,190,84,778000
9480,C. Horneman,18,Denmark,56,72,Odense Boldklub,350000,1000,Right,2,SUB,184,65,656000
9481,I. Fray,19,United States,56,73,Inter Miami CF,350000,650,Right,2,RES,183,73,744000
9482,F. Abiuso,19,Italy,56,68,Modena,350000,500,Right,3,RES,185,78,613000
9483,E. Koyuncu,16,Turkey,56,75,İstanbul Başakşehir FK,325000,500,Right,2,SUB,180,75,853000
9484,N. Saintini,22,France,56,66,FC Sion,300000,3000,Right,2,LCB,188,85,495000
9485,K. Rad,21,United States,56,68,Sporting Kansas City,325000,900,Right,2,SUB,185,74,536000
9486,B. Hockenhull,20,England,56,68,Tranmere Rovers,325000,2000,Right,2,SUB,186,77,634000
9487,Zhang Jinliang,23,China PR,56,62,Guangzhou City,200000,1000,Right,2,RCB,184,77,350000
9488,B. Ghalidi,17,Belgium,56,72,Standard de Liège,350000,550,Right,3,SUB,174,66,744000
9489,J. Makengo,20,France,56,69,SC Freiburg II,325000,550,Right,2,SUB,190,76,674000
9490,L. King,18,Scotland,56,76,Rangers FC,375000,2000,Right,2,RES,185,75,1100000
9491,K. Ferguson,22,Scotland,56,64,Harrogate Town,300000,1000,Right,2,SUB,195,80,585000
9492,C. Erciyas,19,Turkey,56,70,Aytemiz Alanyaspor,325000,2000,Right,2,RES,178,75,853000
9493,V. Ciriello,19,Italy,56,68,Cittadella,325000,500,Right,2,RES,185,75,569000
9494,G. Dănuleasă,19,Romania,56,74,FC Farul Constanța,350000,950,Right,2,SUB,187,83,691000
9495,O. Ågren,23,Sweden,56,63,San Jose Earthquakes,275000,1000,Right,2,SUB,191,82,454000
9496,A. Makki,23,Saudi Arabia,56,63,Al Wehda,275000,3000,Right,2,SUB,179,75,509000
9497,M. Singh,24,India,56,62,Mumbai City FC,200000,500,Right,2,SUB,180,73,310000
9498,F. Odhiambo,19,Kenya,56,71,Djurgårdens IF,325000,700,Right,2,RES,190,80,609000
9499,J. Hall,24,England,56,59,Melbourne City FC,170000,2000,Right,2,SUB,188,82,225000
9500,D. Elerewe,18,England,56,71,Charlton Athletic,300000,550,Right,2,SUB,189,68,713000
9501,I. Arslan,21,Turkey,56,68,Galatasaray SK,325000,6000,Right,2,RES,186,76,683000
9502,O. Olsson,19,Denmark,56,74,Aarhus GF,350000,1000,Right,2,RES,189,80,656000
9503,N. Dahlström,25,Sweden,56,61,GIF Sundsvall,190000,550,Right,2,SUB,193,87,252000
9504,V. Schwab,18,Germany,56,70,SV Sandhausen,300000,500,Left,2,SUB,191,73,668000
9505,D. Agyakwa,20,Netherlands,56,68,Port Vale,325000,1000,Right,2,SUB,190,80,634000
9506,S. Cissé,19,France,56,68,Clermont Foot 63,325000,1000,Right,2,RES,190,82,715000
9507,Kang Eui Bin,24,Korea Republic,56,65,Seongnam FC,300000,800,Right,2,RES,189,86,435000
9508,A. Vitelli,22,France,56,66,En Avant de Guingamp,300000,1000,Right,2,SUB,189,81,585000
9509,A. Amenda,18,Switzerland,56,76,BSC Young Boys,375000,900,Right,2,RES,194,90,938000
9510,C. Taylor,19,England,56,71,Cheltenham Town,325000,3000,Right,2,SUB,192,82,
9511,S. Visentin,23,Argentina,56,65,Cittadella,300000,500,Right,2,SUB,187,80,525000
9512,A. Hoti,19,Kosovo,56,71,SC Freiburg II,325000,500,Right,2,RES,191,85,674000
9513,D. Bauer,19,Germany,56,66,SV Wehen Wiesbaden,300000,700,Right,2,SUB,189,86,495000
9514,B. Souare,23,Switzerland,56,67,Servette FC,300000,2000,Left,2,SUB,194,86,495000
9515,M. Adebowale,24,England,56,59,Crawley Town,170000,2000,Right,2,RES,196,85,310000
9516,M. Delavallée,18,Belgium,56,68,Royal Charleroi S.C.,300000,500,Right,1,RES,185,75,510000
9517,C. Mizell,30,United States,56,57,New York City FC,110000,1000,Right,1,SUB,185,85,173000
9518,A. Păun,21,Romania,56,69,Universitatea Cluj,300000,550,Right,1,SUB,181,75,593000
9519,J. Renner,19,Germany,56,70,KAS Eupen,300000,650,Right,1,RES,183,80,623000
9520,T. Larsen,23,Norway,56,63,Aalesunds FK,240000,500,Left,1,SUB,191,86,348000
9521,J. Kindberg,28,Sweden,56,59,Kalmar FF,130000,600,Right,1,SUB,184,80,172000
9522,D. Aranda,20,Paraguay,56,72,Club Sol de América,325000,500,Right,1,SUB,186,85,902000
9523,M. Onken,18,Germany,56,75,VfB Oldenburg,325000,500,Right,1,RES,192,82,674000
9524,A. Singh,24,India,56,62,FC Goa,180000,500,Right,1,SUB,181,69,279000
9525,Y. Maronne,20,France,56,65,Chamois Niortais Football Club,275000,600,Right,1,RES,183,75,536000
9526,M. Dudek,19,Poland,56,70,PGE FKS Stal Mielec,300000,500,Right,1,SUB,186,78,593000
9527,T. De Percin,21,France,56,67,AJ Auxerre,275000,1000,Right,1,RES,185,81,605000
9528,J. Ojrzyński,19,Poland,56,73,Radomiak Radom,325000,500,Right,1,SUB,196,84,642000
9529,M. Pußwald,20,Austria,56,67,TSV Egger Glas Hartberg,275000,750,Right,1,RES,182,71,454000
9530,L. Zbinden,19,Switzerland,56,72,BSC Young Boys,325000,1000,Right,1,RES,187,83,691000
9531,M. Weiß,18,Germany,56,76,Karlsruher SC,350000,500,Right,1,SUB,194,83,893000
9532,L. Bergström,19,Finland,56,75,Peterborough United,325000,4000,Right,1,GK,200,84,
9533,A. Benediktsson,19,Iceland,56,70,IFK Göteborg,300000,500,Left,1,SUB,196,89,563000
9534,A. Schulz,19,Germany,56,72,DSC Arminia Bielefeld,325000,900,Right,1,SUB,190,80,723000
9535,S. Ostrzinski,18,Germany,56,75,Borussia Dortmund II,325000,500,Right,1,SUB,198,93,674000
9536,L. Jendal,23,Norway,56,63,Hamarkameratene,240000,500,Right,1,SUB,193,85,348000
9537,N. van Haveren,18,Netherlands,56,73,Vitesse,325000,500,Right,1,SUB,190,80,674000
9538,H. Cartwright,20,England,56,69,Peterborough United,300000,1000,Right,1,SUB,191,82,
9539,M. Andersen,21,Norway,56,69,FK Bodø/Glimt,300000,500,Right,1,RES,185,75,563000
9540,H. Sulte,20,United States,56,70,Portland Timbers,300000,650,Right,1,RES,201,88,638000
9541,G. Grotta,17,Italy,56,75,Palermo,325000,500,Right,1,RES,196,76,707000
9542,N. Hahne,18,Germany,56,72,DSC Arminia Bielefeld,325000,500,Right,1,RES,190,83,723000
9543,A. Sandach,18,Poland,56,68,Korona Kielce,300000,500,Right,1,RES,190,77,465000
9544,S. Liu,18,China PR,56,71,SK Austria Klagenfurt,300000,500,Right,1,SUB,190,78,623000
9545,M. Wolfs,20,Netherlands,56,66,FC Emmen,275000,800,Right,1,RES,190,75,454000
9546,A. Pavlesic,19,Australia,56,71,Sydney FC,300000,500,Right,1,SUB,189,87,563000
9547,P. Schulte,21,United States,56,67,Columbus Crew,275000,650,Left,1,RES,193,79,468000
9548,J. Bauer,22,Germany,56,62,1. FC Saarbrücken,190000,850,Right,1,RES,190,84,314000
9549,L. Schulz,19,Finland,56,71,SpVgg Greuther Fürth,300000,550,Right,1,SUB,198,84,668000
9550,G. Cörüt,22,Turkey,56,65,GZT Giresunspor,275000,1000,Right,1,SUB,179,70,591000
9551,G. Quilichini,19,France,56,67,AC Ajaccio,275000,900,Right,1,RES,185,79,605000
9552,B. Minnema,20,Netherlands,56,67,SC Cambuur,275000,800,Right,1,RES,192,80,454000
9553,T. Hafstad,20,Norway,55,69,Tromsø IL,300000,600,Right,2,RES,178,75,563000
9554,J. Clarke,21,Republic of Ireland,55,61,Bohemian FC,190000,500,Right,2,SUB,177,70,333000
9555,E. Taylor,21,Ghana,55,67,Lillestrøm SK,300000,650,Right,2,SUB,175,70,435000
9556,M. Riisnæs,17,Norway,55,77,Vålerenga Fotball,400000,500,Right,2,SUB,182,73,900000
9557,E. Caffrey,19,Republic of Ireland,55,66,UCD AFC,275000,500,Right,2,CDM,177,72,481000
9558,N. Wicht,18,Switzerland,55,74,TSV 1860 München,325000,500,Right,2,SUB,185,86,674000
9559,J. Singh,21,India,55,65,Jamshedpur FC,275000,500,Right,2,RCM,169,68,426000
9560,A. Wikman,18,Sweden,55,70,IK Sirius,300000,500,Right,2,SUB,178,66,563000
9561,R. McAlear,20,Scotland,55,69,Tranmere Rovers,300000,2000,Right,2,SUB,185,75,713000
9562,L. Ralte,29,India,55,55,NorthEast United FC,120000,500,Right,2,RM,163,66,162000
9563,C. Gilmour,23,Scotland,55,62,St. Johnstone FC,250000,1000,Right,2,SUB,185,76,488000
9564,J. Hakiki,18,Republic of Ireland,55,68,Shelbourne FC,300000,500,Right,2,SUB,174,64,653000
9565,T. Ness,23,Norway,55,60,FK Jerv,190000,650,Right,2,SUB,180,74,252000
9566,K. Leavy,20,Republic of Ireland,55,69,Reading,300000,2000,Left,2,RES,175,74,758000
9567,T. Charters,20,England,55,62,Carlisle United,250000,2000,Right,2,SUB,183,75,488000
9568,D. Iancu,19,Romania,55,70,AFC Hermannstadt,300000,700,Right,2,SUB,180,63,593000
9569,P. Scheder,19,Germany,55,67,SpVgg Bayreuth,300000,500,Right,2,SUB,184,77,495000
9570,D. Duffy,19,Republic of Ireland,55,67,UCD AFC,300000,500,Left,3,LM,180,76,525000
9571,S. Temel,22,Turkey,55,63,Atakaş Hatayspor,275000,2000,Right,2,SUB,173,62,605000
9572,J. Melhado,21,England,55,66,Salford City,275000,2000,Right,2,SUB,178,70,536000
9573,A. Demirol,19,Sweden,55,70,Hammarby IF,300000,650,Right,2,RES,184,77,563000
9574,O. Ngom,18,France,55,68,Chamois Niortais Football Club,300000,500,Right,2,RES,184,75,713000
9575,A. Beck,18,Denmark,55,75,Aarhus GF,350000,800,Right,2,RES,183,70,788000
9576,M. Viltard,19,France,55,68,FC Sochaux-Montbéliard,300000,700,Right,2,SUB,176,68,713000
9577,I. Khan,27,India,55,55,NorthEast United FC,130000,500,Right,2,CAM,170,62,176000
9578,S. Khan,26,Gambia,55,58,Swindon Town,160000,2000,Right,2,SUB,188,76,292000
9579,S. Wangjam,21,India,55,65,Bengaluru FC,275000,500,Right,2,LCM,166,65,426000
9580,D. Angleberger,19,Germany,55,69,SpVgg Greuther Fürth,300000,1000,Right,2,RES,179,74,668000
9581,L. Sandgrav,17,Denmark,55,78,Lyngby BK,400000,500,Right,2,RES,184,70,900000
9582,A. Basenach,19,Germany,55,70,1. FC Kaiserslautern,275000,950,Right,2,RES,182,70,598000
9583,P. Rebello,23,India,55,64,FC Goa,275000,500,Right,2,SUB,171,58,426000
9584,L. Mendy,20,Senegal,55,69,Sarpsborg 08 FF,300000,600,Right,2,SUB,183,75,563000
9585,B. Singh,22,India,55,65,Jamshedpur FC,275000,500,Right,2,SUB,161,63,426000
9586,Kim Jin Hyun,22,Korea Republic,55,64,Pohang Steelers,275000,1000,Right,2,SUB,178,74,399000
9587,N. Jahn,17,Germany,55,72,1. FC Nürnberg,325000,500,Right,2,RES,168,56,723000
9588,M. Sargent,20,Wales,55,62,Salford City,250000,2000,Right,2,SUB,184,68,488000
9589,H. Birtwistle,18,Singapore,55,72,Wolverhampton Wanderers,300000,2000,Right,2,RES,180,77,758000
9590,J. Jones,20,Wales,55,64,Forest Green Rovers,275000,1000,Left,2,SUB,178,71,536000
9591,J. Skahan,24,United States,55,61,San Jose Earthquakes,200000,1000,Right,2,SUB,178,75,330000
9592,B. Miranda,22,India,55,63,Kerala Blasters FC,275000,500,Left,2,SUB,175,70,426000
9593,F. Potts,18,England,55,73,West Ham United,300000,2000,Right,2,RES,180,70,758000
9594,D. Farooq,26,India,55,57,Bengaluru FC,160000,500,Right,2,SUB,185,75,228000
9595,L. Nåvik,18,Sweden,55,69,GIF Sundsvall,300000,500,Right,2,SUB,184,80,563000
9596,O. van Hattum,20,New Zealand,55,67,Wellington Phoenix,300000,700,Right,2,SUB,183,74,435000
9597,D. Boyle,20,Northern Ireland,55,64,Fleetwood Town,250000,1000,Right,2,RES,172,60,488000
9598,C. Espinoza,20,Chile,55,64,Unión Española,275000,700,Right,3,SUB,172,77,426000
9599,C. Osorio,19,England,55,73,Reading,325000,2000,Right,3,RES,167,60,821000
9600,R. Kumar Das,25,India,55,58,Jamshedpur FC,170000,500,Right,3,SUB,178,71,242000
9601,D. Lembikisa,18,Jamaica,55,72,Wolverhampton Wanderers,300000,2000,Left,2,RES,177,68,758000
9602,M. Berg,18,Germany,55,70,SK Austria Klagenfurt,300000,650,Right,2,RES,174,70,623000
9603,C. Dehmie,20,Côte d'Ivoire,55,69,Brisbane Roar,300000,800,Right,2,SUB,175,70,563000
